train_loss	val_loss
0.4796786071974321	0.0966295732633911
0.09862632674703031	0.09461461166395758
0.0955717682131878	0.09317884470206977
0.0953057624026221	0.09190635507124184
0.09400015662275106	0.09049033867399188
0.09256135018377049	0.08891224510913348
0.09099360747602916	0.0872463956692793
0.0892166302113047	0.08539184549429121
0.08721524687245587	0.08337168092057652
0.08511759349211115	0.0811187842031465
0.08283329583515352	0.07871963847292601
0.08137984584497124	0.07683048341831152
0.07952872779608663	0.0744139903435742
0.07716246121108816	0.07165005091768112
0.07441410425205142	0.0687920712641556
0.07150706307737656	0.06539458414933977
0.06831982063369305	0.06182418450930693
0.06493781404390944	0.058604737474535505
0.061292028801237054	0.05468020601211673
0.05769824378999787	0.051190223049943466
0.054288405736874955	0.04749202068595991
0.05059259379782515	0.04426187234964684
0.04690531766477234	0.04168818686565343
0.043326038978595494	0.036815806608783065
0.04008215905241923	0.03354889014667838
0.03688578103436067	0.030434223057797357
0.033598116154662114	0.02745632427561022
0.030900576488508375	0.024360068354510912
0.028133498968679164	0.02266995720837238
0.025718941180100992	0.019118043345256443
0.023496705352311558	0.018014948586695386
0.021790382606149558	0.015237240202344246
0.021796111108305843	0.018375729713724913
0.019758980774515423	0.01328481298184743
0.018542667937972254	0.020155351647060282
0.017908478321332612	0.011178268149603892
0.01844720966164049	0.06430602537563247
0.021592127127677774	0.015567600417093638
0.018644254040604224	0.012613579190342965
0.017084341288748597	0.01137881245341723
0.0167032313061406	0.009690713567700047
0.016163511596540402	0.010198141760906599
0.016869463475924832	0.00995958207351883
0.01634256908743988	0.008804717001906277
0.016482557833334893	0.009698770659547435
0.016480498721182534	0.009541380707935913
0.017816090752089734	0.01050177720667672
0.017121237116826095	0.010633793183649978
0.017505964105513205	0.00972202820771367
